commit,repo_name,message
fd042993b7e4017c9fd26fe0cfac3a50a9dcdaa0,kfowler/emacs,"shr.el (shr-insert): Fix the way to fold lines.
shr-color.el (shr-color->hexadecimal): Use color-rgb->hex
color.el: Rename from color-lab.el
 (color-rgb->hex): Add.
 (color-complement): Add.
 (color-complement-hex): Add.
"
07525f7737602af36afe40f85f229fee9887f232,kfowler/emacs,"Fix vertical cursor motion when there's a display string with newline at EOL.

 src/xdisp.c (row_for_charpos_p): New function, with code of
 cursor_row_p, but accepts an additional argument CHARPOS instead
 of using a hardcoded PT.
 (cursor_row_p): Call row_for_charpos_p with 2nd argument PT.
 (row_containing_pos): Call row_for_charpos_p instead of partially
 doing the same.  Fixes cursor positioning under longlines-mode
 when longlines-show-effect includes more than one newline, when
 moving the cursor vertically up.
"
7605d081badfac6890d5f34966967bffdc18d715,kfowler/emacs,"Update nt installation instructions to point to supported method

* nt/INSTALL: Rename from INSTALL.MSYS.

* nt/INSTALL.OLD: Rename from INSTALL.

* nt/configure.bat: Update for INSTALL name changes.

* make-dist: Update for nt/INSTALL* changes.
"
fff62aa9aea4f6c2aadcef4cdc203cdf60ba224c,kfowler/emacs,"Cleanup basic allocation variables and functions.
* alloc.c (ignore_warnings, init_intervals, init_float)
(init_cons, init_symbol, init_marker): Remove.
(interval_block_index): Initialize to INTERVAL_BLOCK_SIZE.
(float_block_index): Initialize to FLOAT_BLOCK_SIZE.
(cons_block_index): Initialize to CONS_BLOCK_SIZE.
(symbol_block_size): Initialize to SYMBOL_BLOCK_SIZE.
(marker_block_index): Initialize to MARKER_BLOCK_SIZE.
(staticidx, init_alloc_once, init_strings, free_ablock):
Remove redundant initialization.
* fns.c (init_weak_hash_tables): Remove.
* lisp.h (init_weak_hash_tables): Remove prototype.
"
fbb5531fa11d13854b274d28ccd329c9b6652cfc,kfowler/emacs,"More-conservative ‘format’ quote restyling

Instead of restyling curved quotes for every call to ‘format’,
create a new function ‘format-message’ that does the restyling,
and using the new function instead of ‘format’ only in contexts
where this seems appropriate.
Problem reported by Dmitry Gutov and Andreas Schwab in:
http://lists.gnu.org/archive/html/emacs-devel/2015-08/msg00826.html
http://lists.gnu.org/archive/html/emacs-devel/2015-08/msg00827.html
* doc/lispref/commands.texi (Using Interactive):
* doc/lispref/control.texi (Signaling Errors, Signaling Errors):
* doc/lispref/display.texi (Displaying Messages, Progress):
* doc/lispref/elisp.texi:
* doc/lispref/help.texi (Keys in Documentation):
* doc/lispref/minibuf.texi (Minibuffer Misc):
* doc/lispref/strings.texi (Formatting Strings):
* etc/NEWS:
Document the changes.
* lisp/abbrev.el (expand-region-abbrevs):
* lisp/apropos.el (apropos-library):
* lisp/calc/calc-ext.el (calc-record-message)
(calc-user-function-list):
* lisp/calc/calc-help.el (calc-describe-key, calc-full-help):
* lisp/calc/calc-lang.el (math-read-big-balance):
* lisp/calc/calc-store.el (calc-edit-variable):
* lisp/calc/calc-units.el (math-build-units-table-buffer):
* lisp/calc/calc-yank.el (calc-edit-mode):
* lisp/calendar/icalendar.el (icalendar-export-region)
(icalendar--add-diary-entry):
* lisp/cedet/mode-local.el (mode-local-print-binding)
(mode-local-describe-bindings-2):
* lisp/cedet/semantic/complete.el (semantic-completion-message):
* lisp/cedet/semantic/edit.el (semantic-parse-changes-failed):
* lisp/cedet/semantic/wisent/comp.el (wisent-log):
* lisp/cedet/srecode/insert.el (srecode-insert-show-error-report):
* lisp/descr-text.el (describe-text-properties-1, describe-char):
* lisp/dframe.el (dframe-message):
* lisp/dired-aux.el (dired-query):
* lisp/emacs-lisp/byte-opt.el (byte-compile-log-lap-1):
* lisp/emacs-lisp/bytecomp.el (byte-compile-log)
(byte-compile-log-file, byte-compile-warn, byte-compile-form):
* lisp/emacs-lisp/cconv.el (cconv-convert, cconv--analyze-use)
(cconv-analyze-form):
* lisp/emacs-lisp/check-declare.el (check-declare-warn):
* lisp/emacs-lisp/checkdoc.el (checkdoc-this-string-valid-engine):
* lisp/emacs-lisp/cl-macs.el (cl-symbol-macrolet):
* lisp/emacs-lisp/edebug.el (edebug-format):
* lisp/emacs-lisp/eieio-core.el (eieio-oref):
* lisp/emacs-lisp/eldoc.el (eldoc-minibuffer-message)
(eldoc-message):
* lisp/emacs-lisp/elint.el (elint-file, elint-log):
* lisp/emacs-lisp/find-func.el (find-function-library):
* lisp/emacs-lisp/macroexp.el (macroexp--obsolete-warning):
* lisp/emacs-lisp/map-ynp.el (map-y-or-n-p):
* lisp/emacs-lisp/nadvice.el (advice--make-docstring):
* lisp/emacs-lisp/package.el (package-compute-transaction)
(package-install-button-action, package-delete-button-action)
(package-menu--list-to-prompt):
* lisp/emacs-lisp/timer.el (timer-event-handler):
* lisp/emacs-lisp/warnings.el (lwarn, warn):
* lisp/emulation/viper-cmd.el:
(viper-toggle-parse-sexp-ignore-comments)
(viper-kill-buffer, viper-brac-function):
* lisp/emulation/viper-macs.el (viper-record-kbd-macro):
* lisp/facemenu.el (facemenu-add-new-face):
* lisp/faces.el (face-documentation, read-face-name)
(face-read-string, read-face-font, describe-face):
* lisp/files.el (find-alternate-file, hack-local-variables)
(hack-one-local-variable--obsolete, write-file)
(basic-save-buffer, delete-directory):
* lisp/format.el (format-write-file, format-find-file)
(format-insert-file):
* lisp/help-fns.el (help-fns--key-bindings)
(help-fns--compiler-macro, help-fns--obsolete)
(help-fns--interactive-only, describe-function-1)
(describe-variable):
* lisp/help.el (describe-mode):
* lisp/info-xref.el (info-xref-output):
* lisp/info.el (Info-virtual-index-find-node)
(Info-virtual-index, info-apropos):
* lisp/international/kkc.el (kkc-error):
* lisp/international/mule-cmds.el:
(select-safe-coding-system-interactively)
(select-safe-coding-system, describe-input-method):
* lisp/international/mule-conf.el (code-offset):
* lisp/international/mule-diag.el (describe-character-set)
(list-input-methods-1):
* lisp/international/quail.el (quail-error):
* lisp/minibuffer.el (minibuffer-message):
* lisp/mpc.el (mpc--debug):
* lisp/msb.el (msb--choose-menu):
* lisp/net/ange-ftp.el (ange-ftp-message):
* lisp/net/gnutls.el (gnutls-message-maybe):
* lisp/net/newst-backend.el (newsticker--sentinel-work):
* lisp/net/newst-treeview.el (newsticker--treeview-load):
* lisp/net/nsm.el (nsm-query-user):
* lisp/net/rlogin.el (rlogin):
* lisp/net/soap-client.el (soap-warning):
* lisp/net/tramp.el (tramp-debug-message):
* lisp/nxml/nxml-outln.el (nxml-report-outline-error):
* lisp/nxml/nxml-parse.el (nxml-parse-error):
* lisp/nxml/rng-cmpct.el (rng-c-error):
* lisp/nxml/rng-match.el (rng-compile-error):
* lisp/nxml/rng-uri.el (rng-uri-error):
* lisp/obsolete/iswitchb.el (iswitchb-possible-new-buffer):
* lisp/org/org-ctags.el:
(org-ctags-ask-rebuild-tags-file-then-find-tag):
* lisp/proced.el (proced-log):
* lisp/progmodes/ebnf2ps.el (ebnf-log):
* lisp/progmodes/flymake.el (flymake-log):
* lisp/progmodes/vhdl-mode.el (vhdl-warning-when-idle):
* lisp/replace.el (occur-1):
* lisp/simple.el (execute-extended-command)
(undo-outer-limit-truncate, define-alternatives):
* lisp/startup.el (command-line):
* lisp/subr.el (error, user-error, add-to-list):
* lisp/tutorial.el (tutorial--describe-nonstandard-key)
(tutorial--find-changed-keys):
* src/callint.c (Fcall_interactively):
* src/editfns.c (Fmessage, Fmessage_box):
Restyle the quotes of format strings intended for use as a
diagnostic, when restyling seems appropriate.
* lisp/subr.el (format-message): New function.
* src/doc.c (Finternal__text_restyle): New function.
(syms_of_doc): Define it.
"
9045c438b7ef6945f591008d2188a1837743cc94,kfowler/emacs,"Use int instead of unsigned int for width and height args.

* xterm.c (x_cr_draw_image, x_fill_rectangle, x_draw_rectangle)
(x_fill_trapezoid_for_relief): Use int instead of unsigned int for
width and height args.
"
644c6b414f39222890246d7fe155a369b1983246,kfowler/emacs,"* lisp/font-lock.el (font-lock-beginning-of-syntax-function): Remove

(font-lock-fontify-block): Don't let-bind it.
(font-lock-compile-keywords): Don't use it.
(font-lock-set-defaults): Don't set it.  Allow the variable alist to
start one slot earlier, instead.

* lisp/emacs-lisp/syntax.el (font-lock-beginning-of-syntax-function):
Don't declare.
(syntax-ppss): Don't use it either.

* lisp/font-core.el (font-lock-defaults): Remove SYNTAX-BEGIN
from docstring.

* doc/emacs/display.texi (Font Lock): Don't mention
font-lock-beginning-of-syntax-function.

* doc/lispref/modes.texi (Font Lock Basics): Update description of
font-lock-defaults.
(Syntactic Font Lock): Remove font-lock-beginning-of-syntax-function.

* lisp/loadhist.el (unload-feature-special-hooks):
Remove font-lock-beginning-of-syntax-function.

* lisp/obsolete/lazy-lock.el (lazy-lock-fontify-region):
* lisp/emacs-lisp/lisp.el (beginning-of-defun-raw): Don't let-bind
font-lock-beginning-of-syntax-function.
"
0d1c2cc8c871005071a3929618616245623376db,kfowler/emacs,"Merge changes made in Gnus trunk.

gnus-util.el: change default value of gnus-user-date-format-alist.
gnus-art.el (gnus-article-jump-to-part): Remove useless sit-for.
gnus-art.el: remove old FIXME.
gnus.el (gnus-summary-line-format): Add missing semi-colon for user-date in docstring.
message.el (message-setup-1): Always generate References first.
 (message-mail): Return the return value of message-setup, not always t.
gnus-start.el (gnus-read-active-for-groups): This function is never called with a nil `infos', so clean that up.
 (gnus-get-unread-articles): Request active files from primary/secondary methods that have no groups (yet).
 (message-setup-1): Insert mail-header-separator with read-only and intangible properties set.
gnus-draft.el: Remove progn around gnus-draft-setup.
gnus-start.el (gnus-get-unread-articles): Fix the call to methods that have no groups.
nnimap.el (nnimap-request-accept-article): Give an error message if the APPEND wasn't successful.
"
5a2d7ab6bfca5ded38c0d5c70e92c3b4f19660d9,kfowler/emacs,"by renaming, get rid of need for hash_remove() redefinitions for NS platform; also, adjust nsgui dependencies in Makefile
"
1ea1c2fa5ffe544ddd96565e0958f12e8698136b,kfowler/emacs,"message.el (message-pop-to-buffer): Use pop-to-buffer instead of pop-to-buffer-same-window for old Emacsen.
"
db4e950db70e655d72d8d45d91e90674b25b47e4,kfowler/emacs,"* lisp/simple.el (delete-trailing-whitespace): Document last change; simplify.
"
5fb59edbdd2a47471ff66a8b5cc326ae1bda25ba,kfowler/emacs,"* src/Makefile.in (SOME_MACHINE_LISP): Add w32-vars.
Remove ccl and duplicate mouse.
"
39eb03f1b023ae3d94e311f6f5d9f913f75c42c4,kfowler/emacs,"* buffer.h (BSET): Remove.

Replace all uses with calls to new setter functions.
(bset_bidi_paragraph_direction, bset_case_canon_table)
(bset_case_eqv_table, bset_directory, bset_display_count)
(bset_display_time, bset_downcase_table)
(bset_enable_multibyte_characters, bset_filename, bset_keymap)
(bset_last_selected_window, bset_local_var_alist)
(bset_mark_active, bset_point_before_scroll, bset_read_only)
(bset_truncate_lines, bset_undo_list, bset_upcase_table)
(bset_width_table):
* buffer.c (bset_abbrev_mode, bset_abbrev_table)
(bset_auto_fill_function, bset_auto_save_file_format)
(bset_auto_save_file_name, bset_backed_up, bset_begv_marker)
(bset_bidi_display_reordering, bset_buffer_file_coding_system)
(bset_cache_long_line_scans, bset_case_fold_search)
(bset_ctl_arrow, bset_cursor_in_non_selected_windows)
(bset_cursor_type, bset_display_table, bset_extra_line_spacing)
(bset_file_format, bset_file_truename, bset_fringe_cursor_alist)
(bset_fringe_indicator_alist, bset_fringes_outside_margins)
(bset_header_line_format, bset_indicate_buffer_boundaries)
(bset_indicate_empty_lines, bset_invisibility_spec)
(bset_left_fringe_width, bset_major_mode, bset_mark)
(bset_minor_modes, bset_mode_line_format, bset_mode_name)
(bset_name, bset_overwrite_mode, bset_pt_marker)
(bset_right_fringe_width, bset_save_length)
(bset_scroll_bar_width, bset_scroll_down_aggressively)
(bset_scroll_up_aggressively, bset_selective_display)
(bset_selective_display_ellipses, bset_vertical_scroll_bar_type)
(bset_word_wrap, bset_zv_marker):
* category.c (bset_category_table):
* syntax.c (bset_syntax_table):
New setter functions.

Fixes: debbugs:12215
"
24aedbcaed8346fd956a84ab79570891ca03a1b8,kfowler/emacs,"* subr.el (baud-rate): Remove long-obsolete function (Bug#4372).
"
59ba9d59dcd8d086b51926d7ce652ad4fc6c22fe,kfowler/emacs,"Simplifications for lisp/term/common-win.el

* lisp/term/common-win.el (x-handle-switch): Simplify with pop.
Optionally handle numeric switches.
(x-handle-numeric-switch): Just call x-handle-switch.
(x-handle-initial-switch, x-handle-xrm-switch, x-handle-geometry)
(x-handle-name-switch, x-handle-display, x-handle-args):
Simplify with pop.
"
43aac990c339c0fc3304aa476ebc8ea8467f107e,kfowler/emacs,"Simplify EMACS_TIME-related code.

This portability layer is no longer needed, since Emacs has been
using struct timespec as a portability layer for some time.
Merge from gnulib, incorporating:
2013-08-27 timespec: new convenience constants and function
* src/atimer.h, src/buffer.h, src/dispextern.h, src/xgselect.h:
Include <time.h> rather than ""systime.h""; that's all that's needed now.
* src/dispnew.c: Include <timespec.h> rather than ""systime.h"";
that's all that's needed now.
* src/systime.h (EMACS_TIME): Remove.  All uses changed to struct timespec.
(EMACS_TIME_RESOLUTION): Remove.  All uses changed to
TIMESPEC_RESOLUTION.
(LOG10_EMACS_TIME_RESOLUTION): Remove.  All uses changed to
LOG10_TIMESPEC_RESOLUTION.
(EMACS_SECS, emacs_secs_addr): Remove.  All uses changed to tv_sec.
(EMACS_NSECS): Remove.  All uses changed to tv_nsec.
(make_emacs_time): Remove.  All used changed to make_timespec.
(invalid_timespec): Rename from invalid_emacs_time.  All uses changed.
(current_timespec): Rename from current_emacs_time.  All uses changed.
(add_emacs_time): Remove.  All uses changed to timespec_add.
(sub_emacs_time): Remove.  All uses change dot timespec_sub.
(EMACS_TIME_SIGN): Remove.  All uses changed to timespec_sign.
(timespec_valid_p): Rename from EMACS_TIME_VALID_P.  All uses changed.
(EMACS_TIME_FROM_DOUBLE): Remove.  All uses changed to dtotimespec.
(EMACS_TIME_TO_DOUBLE): Remove.  All uses changed to timespectod.
(current_timespec): Rename from current_emacs_time.  All uses changed.
(EMACS_TIME_EQ, EMACS_TIME_LT, EMACS_TIME_LE): Remove.  All uses
changed to timespec_cmp.
* src/xgselect.c: Include <timespec.h>, since our .h files don't.
"
2c3160c54e5e58ebd9cf3b2c499a55d43b0271cc,kfowler/emacs,"Initial support for unified DVCS pull and merge.

* lisp/vc/vc-bzr.el (vc-bzr-admin-branchconf, vc-bzr-history): New vars.
(vc-bzr--branch-conf, vc-bzr-async-command, vc-bzr-pull)
(vc-bzr-merge-branch): New functions, implementing merge-branch
and pull operations.

* lisp/vc/vc.el (vc-merge): Use vc-BACKEND-merge-branch if available.
Accept optional prefix arg meaning to prompt for a command.
(vc-update): Use vc-BACKEND-pull if available.  Accept optional
prefix arg meaning to prompt for a command.
(vc-pull): Alias for vc-update.
"
6abdaa4a9fff89473f0c577057680198613993b8,kfowler/emacs,"* xselect.c (x_get_local_selection, x_handle_property_notify):

Remove vars that are set but not used.

(make_invisible_cursor): Initialize a possibly-uninitialized variable.
"
b1ae92bae4c387155db45c297b7f78e4467d8ac4,kfowler/emacs,"Merge changes made in Gnus trunk.

nnimap.el (nnimap-update-info): When UIDNEXT is present, use that for the active.
Split -request-update-info into -request-marks and -update-info.
nnimap.el (nnimap-transform-headers): Don't bug out on invalid BODYSTRUCTUREs.
nnimap.el (nnimap-transform-headers): Unfold quoted {42} headers.
nnir.el (nnir-run-imap): Fix up nnir to work with the new nnimap.
nnimap.el (nnimap-stream): Add starttls support.
gnus-int.el (gnus-request-update-info): Protect against backends not having the function.
gnus-html.el (gnus-html-rescale-image): Revert change that uses window-inside-pixel-edges.
gnus-start.el (gnus-fixup-nnimap-unread-after-getting-new-news): Remove.
nnimap.el (nnimap-retrieve-headers): Return 'headers.
gnus-sum.el (gnus-summary-local-variables): Prepare for list/range makeover.
gnus-start.el: Add new variable gnus-use-backend-marks, and start reading marks again.
"
105216ed03e65f32a7477ba3d27ab05c94bd3449,kfowler/emacs,"Move low-level window width/height functions to C, and high-level functions to Lisp.

* lisp/window.el (window-total-height, window-total-width): Doc fix.
(window-body-size): Move from C.
(window-body-height, window-body-width): Move to C.

* src/window.c (Fwindow_left_column, Fwindow_top_line): Doc fix.
(Fwindow_body_height, Fwindow_body_width): Move from Lisp.  Signal
an error if not a live window.
(Fwindow_total_width, Fwindow_total_height): Move from Lisp.
(Fwindow_total_size, Fwindow_body_size): Move to Lisp.
"
f9b697ddaa60742d4a60b1fa4ab37efc2c3cb1e1,kfowler/emacs,"Stop keeping (all but one) generated cedet grammar files in the repository

* configure.ac (SUBDIR_MAKEFILES, AC_CONFIG_FILES):
Add admin/grammars Makefile.

* Makefile.in (distclean, bootstrap-clean, maintainer-clean):
Also clean admin/grammars, if present.

* admin/grammars/README: Remove.

* admin/grammars/Makefile.in: New file.

* admin/grammars/c.by, admin/grammars/java-tags.wy, admin/grammars/js.wy:
* admin/grammars/python.wy: Update declarations to match generated outputs.

* lisp/Makefile.in (semantic): New.
(compile-main): Depend on semantic.

* lisp/cedet/semantic/bovine/grammar.el (bovine--make-parser-1):
New function, split from bovine-make-parsers.
(bovine-make-parsers): Use bovine--make-parser-1.
(bovine-batch-make-parser): New function.

* lisp/cedet/semantic/wisent/grammar.el (wisent--make-parser-1):
New function, split from wisent-make-parsers.
(wisent-make-parsers): Use wisent--make-parser-1.
(wisent-batch-make-parser): New function.

* lisp/cedet/semantic/db.el (semanticdb-save-all-db):
Avoid prompting in batch mode.

* lisp/cedet/semantic/grammar.el (semantic-grammar-footer-template):
Disable version-control and autoloads in the output.
(semantic-grammar-create-package):
Add option to return nil if output is up-to-date.

* lisp/cedet/semantic/bovine/c-by.el, lisp/cedet/semantic/bovine/make-by.el:
* lisp/cedet/semantic/bovine/scm-by.el, lisp/cedet/semantic/wisent/javat-wy.el:
* lisp/cedet/semantic/wisent/js-wy.el, lisp/cedet/semantic/wisent/python-wy.el:
* lisp/cedet/srecode/srt-wy.el: Remove generated files from repository.

* .bzrignore: Update for this.
"
0aa4f295f59c1e4cb3dae225a1ae82759f8953fa,kfowler/emacs,"(vc-hg-outgoing, vc-hg-incoming): Bind `vc-short-log' for the sake of `vc-hg-log-view-mode'.
"
6995e5d0e54a41851bc6ce04d1c50749f531b077,kfowler/emacs,"Doc for subword, superword modes

* doc/emacs/programs.texi (MixedCase Words): Rename node from ""Glasses"".
Move Subword mode here from ""Other C Commands"" node.
(Misc for Programs): Mention Superword mode.

* doc/emacs/emacs.texi: Update menu.

* etc/NEWS: Related markup.
"
89f01d7dbe35747b5de1f9f45dfb49353be14ac0,kfowler/emacs,"* make-dist: Distribute new build-aux files.
"
62c2e5ed3a9c991cef2594b44afc74893f6ce26b,kfowler/emacs,"* alloc.c (free_save_value): New function.
(safe_alloca_unwind): Use it.
* lisp.h (free_save_value): New prototype.
* editfns.c (save_excursion_save): Use Lisp_Misc_Save_Value.
Add comment.
(save_excursion_restore): Adjust to match saved data structure.
Use free_save_value to offload some work from GC.  Drop obsolete
#if 0 code.
"
9e059e3fde0f95b0b06ebce10f2985201e54c11c,kfowler/emacs,"Stop ns builds setting the EMACSLOADPATH environment variable
Ref bugs 4309, 6401, etc.
This is the last environment variable (ab)used by the ns port in this way.

* src/nsterm.m (ns_load_path): Rename from ns_init_paths.
Now it does not set EMACSLOADPATH, just returns the load-path string.
* src/nsterm.h: Update accordingly.

* src/lread.c [HAVE_NS]: Include nsterm.h.
(init_lread) [HAVE_NS]: Use ns_load_path.

* src/emacs.c (main) [HAVE_NS]: No longer call ns_init_paths.
"
26d4541d4c0c9a71453143c17d392291c41856ff,kfowler/emacs,"Fix minor problems found by static checking.

* buffer.c (Fdelete_all_overlays): Return nil.
* doc.c (Fsubstitute_command_keys):
* regex.c (WEAK_ALIAS):
* xdisp.c (redisplay_internal):
Move initialization down, to pacify GCC 4.7.1 -Wjump-misses-init.
"
c622b48f7894fc904cdc95edff47f2173240f0cf,kfowler/emacs,"Improve sys_siglist detection.

* configure.ac (sys_siglist): Look for its decl in <signal.h>.
Otherwise, it's not found in either Fedora 17 or Solaris 11.
* src/sysdep.c (sys_siglist, init_signals): Use _sys_siglist if it's
defined as a macro, as is done in Solaris.
(sys_siglist_entries): New macro.
(save_strsignal): Use it.
* src/syssignal.h (safe_strsignal): Now ATTRIBUTE_CONST, to pacify
GCC 4.7.2 on Fedora 17 with the fixed sys_siglist detection.
"
c0458e0b21bf507b6a9273189c58a6b97efa2db2,kfowler/emacs,"* lisp/subr.el (pop): Use `car-safe'.
* lisp/emacs-lisp/byte-opt.el (byte-optimize-form-code-walker): Remove hack
to detect unused `pop' return value.

* lisp/emacs-lisp/advice.el (defadvice): Add indent rule.

* lisp/international/mule-cmds.el: Require CL.
(find-coding-systems-for-charsets): Avoid add-to-list.
(sanitize-coding-system-list): New function, extracted from
select-safe-coding-system-interactively.
(select-safe-coding-system-interactively): Use it.
(read-input-method-name): Accept symbols for `default'.

* lisp/progmodes/python.el (python-nav-beginning-of-block): Remove unused
var `block-regexp'.
(python-nav--forward-sexp): Remove unused var `re-search-fn'.
(python-fill-string): Remove unused var `marker'.
(python-skeleton-add-menu-items): Remove unused var `items'.
"
c851e57cc2cff7ffb61ed2bf3e5ddcbefb9a7ddd,loomio/loomio,"Merge pull request #2319 from loomio/tweak/optimize-navbar-spacing-for-mobile

Tweak/optimize navbar spacing for mobile"
aadc561ba2192a2e47cb2900805792ddd9d8bee6,loomio/loomio,"Cleaning up whitespaces.
"
775ddea27586a0f4526791c881636a3a9bd0a6ec,loomio/loomio,"rename secret to hidden
"
231a1d4e015f9477c2fe0ef6b576440a086abeb6,loomio/loomio,"adds the missing sizes of (optimized) icons and set theme color to the manifest.json (#4379)

* adds the missing sizes of (optimized) icons and set theme color

* uses AppConfig.theme expanded references for theme icons and color

* optimizes email images, saving space on all mail servers while we‘re at it
"
736fdcbcc45f0f169b84374c6c1b34508699c68a,loomio/loomio,"Improve members list and memberships index
"
7ec72d6402f16fec3094cabdd34336f5ee97a5dd,loomio/loomio,"Add to group (#4099)

* Jiggering share form; add help bubbles

* Maybe call em guests?

* WIP

* group_id= refactor

* Fix failing spec

* wark

* Add class to fix protractor

* Move group select to edit form

* Fix group id syncing

* Fix failing spec
"
14f9e0515e6f3f56ce691df7e12626af7b040f48,loomio/loomio,"Merge pull request #618 from loomio/improve-performance

Improve performance"
21daf3ec70c7c68c3607b6916340dbea467f1dad,loomio/loomio,"Squashed commit of the following:

commit 11a7501876f9676c2f78270b02ad780a2e9aa104
Author: Robert Guthrie <rob@guthr.ie>
Date:   Wed Feb 25 13:23:24 2015 +1300

    add salient items count

commit 08d8b133e7b93d3226dd9c91c286b86326181875
Author: Robert Guthrie <rob@guthr.ie>
Date:   Wed Feb 25 09:15:05 2015 +1300

    Squashed commit of the following:

    commit 3f36ffc48dfeadb746de929c1a42ba1e6eea0be7
    Author: Robert Guthrie <rob@guthr.ie>
    Date:   Wed Feb 25 08:41:07 2015 +1300

        fix specs

    commit eaf96af782ecf5cf226f5507c84e648cc3ef3679
    Author: Robert Guthrie <rob@guthr.ie>
    Date:   Tue Feb 24 20:21:46 2015 +1300

        small change of course.. consider some items 'salient', these will affect the last_activity_at value

    commit 82d5da2a3b001488cfe0b88711879ccd861d9fd1
    Author: Robert Guthrie <rob@guthr.ie>
    Date:   Tue Feb 24 16:12:25 2015 +1300

        Squashed commit of the following:

        commit f4dac34443ca5739f871653fb8701826c6c7c524
        Author: Robert Guthrie <rob@guthr.ie>
        Date:   Tue Feb 24 16:08:46 2015 +1300

            ok\?

        commit 09164695ad7891c1542bd8928566bc4b0d3f2fec
        Author: Robert Guthrie <rob@guthr.ie>
        Date:   Tue Feb 24 12:34:46 2015 +1300

             remove unused spec

        commit 0119a98db55d9f86a67e1da6c5569957020cddce
        Merge: 3eef4af 3b1d8cf
        Author: Robert Guthrie <rob@guthr.ie>
        Date:   Tue Feb 24 11:47:24 2015 +1300

            Merge branch 'master' into item-indicator

            Conflicts:
            	app/controllers/api/discussions_controller.rb

        commit 3eef4af1a930afe7df8fc3f4ee9843b088cd3335
        Author: Robert Guthrie <rob@guthr.ie>
        Date:   Tue Feb 24 11:41:11 2015 +1300

            Squashed commit of the following:

            commit 17b74d154c12840eb682ef97c55057b8253db08a
            Author: Robert Guthrie <rob@guthr.ie>
            Date:   Tue Feb 24 11:33:29 2015 +1300

                paired with james to get a goooood result

            commit bd5c4ca6122f57452adf62c7567f1f6f218446b0
            Author: Robert Guthrie <rob@guthr.ie>
            Date:   Tue Feb 24 08:54:09 2015 +1300

                return soon

            commit 1862335562b9f9a0bc797efeb9483a37a5dbc28a
            Merge: a8f2284 9cc7bae
            Author: Robert Guthrie <rob@guthr.ie>
            Date:   Mon Feb 23 22:30:45 2015 +1300

                yeh whatever

            commit a8f22840325228545d3a9ccb55ee6afe8b62deb3
            Author: Robert Guthrie <rob@guthr.ie>
            Date:   Fri Feb 20 12:06:14 2015 +1300

                return of the blabla

            commit e3d467925bd06cf753a2c3aa69ee1815415e5f10
            Author: Robert Guthrie <rob@guthr.ie>
            Date:   Fri Feb 20 07:52:33 2015 +1300

                nicer

            commit 14c2f3cee61b6ea5822fecc9fa5a022eb5a68d96
            Merge: 45963b5 2456d1f
            Author: Robert Guthrie <rob@guthr.ie>
            Date:   Thu Feb 19 15:23:26 2015 +1300

                Merge branch 'master' into item-indicator

            commit 45963b53c8027b8754c4f95ac029c635f5b51560
            Author: Robert Guthrie <rob@guthr.ie>
            Date:   Wed Feb 18 17:56:27 2015 +1300

                nice improvements after gdpelican reviewed the code

            commit b8c7390b057008b8dfb6ebff3f94c7252f258aa4
            Author: Robert Guthrie <rob@guthr.ie>
            Date:   Wed Feb 18 11:50:49 2015 +1300

                fix scope for admin analytics

            commit 8a4d9343cc7c1a09fea3df104ca4b1b1c90a64d5
            Author: Robert Guthrie <rob@guthr.ie>
            Date:   Tue Feb 17 17:42:32 2015 +1300

                cherry pickin
"
0fee0e3214b6db70bec6da52690308f6af668792,loomio/loomio,"rename stuff in development controllers
"
d86cc09fc74d49d94278e418a4e56c6bc7598518,loomio/loomio,"Group handle (#4523)

* support host/group_handle urls

* missing schema

* fix bug where wrong groups get loaded

* minor fix

* rename subdomain to handle

* huh

* fix thing

* update selenium
"
a1592f0a3b3967a91ffc7cae56109ce397642576,loomio/loomio,"Improve invitations and implement group wizard
"
ade5bdc5ad0cd8f262c20781b50074969490c8ee,loomio/loomio,"refactor icons into main.css
"
7d27e5344f887df349a563d3e7b3599d8e6073e0,loomio/loomio,"Merge branch 'feature/delete-for-admin' of https://github.com/tixpaul/loomio into tixpaul-feature/delete-for-admin

* 'feature/delete-for-admin' of https://github.com/tixpaul/loomio:
  Removed stubs from groups_controller_spec
  Rewrite archive specs.
  Strip whitespace.
  Basic archive functionality, RSpec tests failing
"
ac90b87ee7236e80e5585d386a5e6f8cb1055cd2,loomio/loomio,"Merge pull request #227 from enspiral/refactor/permissions

Refactor/permissions"
e8bb8b79b749f3ce6e122e4ebb1b9eef84637683,luspi/photoqt,"[Clipboard] Remove separate file/folder, include in getanddostuff > external
"
4e118e8231a46070cf21a4e623cbaf5dff109ad7,moio/sumaform,"Rename -stable versions to -released for clarity
"
8f6224802db26744bce3a2b3ad95403919d6f9ef,moio/sumaform,"Bugfix: make sure SUMa tools repos are always refreshed
"
a9b528a86c3042918d34c13b1f8aebf1cde6dc74,moio/sumaform,"client: split auto_register off for_development_only
"
a466c7226276c4822ef34f27d449cbcf17387c3e,mopsalarm/Pr0,"Refactored PostFragment and added a activeState observable. Also fixed first two Bubbles
"
d160fb2c6d84b0e3128335b839e727d51e8e1c6b,mopsalarm/Pr0,"Simplified layouting for views and previews.
"
